# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-B" "-C" "--countReadPairs" "-t" "gene" "-g" "locus_tag" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts/gene_counts.txt" "results/alignment/SRR35308233.sorted.bam" "results/alignment/SRR35308234.sorted.bam" "results/alignment/SRR35308235.sorted.bam" "results/alignment/SRR35308236.sorted.bam" "results/alignment/SRR35308237.sorted.bam" "results/alignment/SRR35308238.sorted.bam" "results/alignment/SRR35308239.sorted.bam" "results/alignment/SRR35308240.sorted.bam" "results/alignment/SRR35308241.sorted.bam" "results/alignment/SRR35308242.sorted.bam" "results/alignment/SRR35308243.sorted.bam" "results/alignment/SRR35308244.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam	results/alignment/SRR35308234.sorted.bam	results/alignment/SRR35308235.sorted.bam	results/alignment/SRR35308236.sorted.bam	results/alignment/SRR35308237.sorted.bam	results/alignment/SRR35308238.sorted.bam	results/alignment/SRR35308239.sorted.bam	results/alignment/SRR35308240.sorted.bam	results/alignment/SRR35308241.sorted.bam	results/alignment/SRR35308242.sorted.bam	results/alignment/SRR35308243.sorted.bam	results/alignment/SRR35308244.sorted.bam
M8Y62_01255	CP097651.1	271507	272655	-	1149	146	143	140	217	213	227	494	339	296	153	156	158
M8Y62_01260	CP097651.1	272782	273405	+	624	102	112	105	227	250	199	233	180	167	204	222	231
M8Y62_01265	CP097651.1	273459	274811	-	1353	2076	2289	2064	2596	2576	2905	3364	2474	2253	1628	1655	1007
M8Y62_01270	CP097651.1	274884	275726	-	843	806	857	960	373	407	462	1455	1159	848	186	180	98
M8Y62_01275	CP097651.1	275920	277191	+	1272	41	40	46	35	40	25	143	98	114	29	30	17
M8Y62_01280	CP097651.1	277374	279416	+	2043	1310	1487	1608	2728	2805	3132	5166	3958	3820	1451	1566	1528
M8Y62_01285	CP097651.1	279424	280176	+	753	207	230	214	301	362	336	652	428	427	319	329	314
M8Y62_01290	CP097651.1	280304	281752	-	1449	1153	1287	1362	2998	3328	3140	2228	1536	1310	2808	2903	1729
M8Y62_01295	CP097651.1	282033	282470	-	438	13416	12709	11373	19973	19094	17192	12161	7526	6589	15298	17216	8824
M8Y62_01300	CP097651.1	282853	283188	+	336	453	470	527	3034	3273	2611	1227	759	859	3095	3486	1813
M8Y62_01305	CP097651.1	283244	284740	-	1497	1047	1281	1374	749	922	953	2276	1511	1351	1031	1025	420
M8Y62_01310	CP097651.1	284970	286163	+	1194	497	599	664	436	457	438	1220	874	757	310	301	247
M8Y62_01315	CP097651.1	286203	287216	-	1014	167	227	210	114	160	164	963	710	825	126	144	138
M8Y62_01320	CP097651.1	287623	287982	+	360	88	98	64	94	86	70	228	194	183	101	119	69
M8Y62_01325	CP097651.1	288010	288411	-	402	94	111	56	14	28	29	138	89	80	6	4	5
M8Y62_01330	CP097651.1	288399	289190	-	792	204	240	178	59	57	49	250	182	159	25	50	21
M8Y62_01335	CP097651.1	289187	289951	-	765	427	519	316	52	34	59	486	412	320	15	8	10
M8Y62_01340	CP097651.1	289951	290784	-	834	526	550	405	82	75	52	657	451	375	36	36	10
M8Y62_01345	CP097651.1	290781	291725	-	945	309	348	249	35	22	26	506	415	224	11	14	8
M8Y62_01350	CP097651.1	291725	293293	-	1569	868	901	695	83	103	87	2099	1606	972	60	68	42
M8Y62_01355	CP097651.1	293432	294292	-	861	79	93	55	46	47	72	229	172	128	47	46	59
M8Y62_01360	CP097651.1	294390	294896	+	507	162	180	159	193	151	127	213	141	118	166	181	86
M8Y62_01365	CP097651.1	295293	296432	+	1140	264	260	288	248	279	304	2700	2280	2623	297	322	723
M8Y62_01370	CP097651.1	296434	297417	+	984	157	169	119	112	107	120	1489	1182	1257	107	127	326
M8Y62_01375	CP097651.1	297414	299399	+	1986	362	353	269	150	143	148	2627	2021	2225	154	191	590
M8Y62_01380	CP097651.1	299396	300298	+	903	112	101	65	22	13	21	577	407	448	21	26	105
M8Y62_01385	CP097651.1	300298	301953	+	1656	622	510	398	320	278	278	1541	1056	1376	220	244	347
M8Y62_01390	CP097651.1	301950	302288	+	339	43	38	29	21	33	23	101	77	67	30	30	19
M8Y62_01395	CP097651.1	302288	302668	+	381	36	43	46	43	29	44	96	75	58	15	22	11
M8Y62_01400	CP097651.1	302665	303714	-	1050	98	97	111	168	153	158	188	148	122	132	138	87
M8Y62_01405	CP097651.1	303848	305068	+	1221	322	342	298	316	335	387	687	614	522	209	250	189
M8Y62_01410	CP097651.1	305069	305626	-	558	2761	3016	2945	1879	1867	1766	3629	2457	2185	1628	1537	1101
M8Y62_01415	CP097651.1	305700	306365	-	666	108	92	98	32	48	48	293	176	153	61	45	23
M8Y62_01420	CP097651.1	306572	306817	+	246	123	150	176	56	58	65	422	266	250	44	68	40
M8Y62_01425	CP097651.1	306921	309131	-	2211	939	851	826	663	660	720	3108	2139	1954	550	639	465
M8Y62_01430	CP097651.1	309210	309836	-	627	438	413	391	818	837	834	744	554	479	630	581	421
M8Y62_01435	CP097651.1	309987	310337	+	351	205	243	228	184	203	210	402	310	277	241	236	210
M8Y62_01440	CP097651.1	310351	310626	-	276	131	186	197	136	163	133	402	276	236	132	126	82
M8Y62_01445	CP097651.1	310616	311212	-	597	471	505	485	257	298	340	1056	709	648	160	153	136
M8Y62_01450	CP097651.1	311395	312918	+	1524	6079	6989	6604	4182	4634	4243	14177	10103	9993	3688	4051	2850
M8Y62_01455	CP097651.1	312921	313589	+	669	1117	1286	1232	601	661	639	2497	1782	1808	453	529	350
M8Y62_01460	CP097651.1	313582	314637	+	1056	1398	1534	1458	784	974	908	2338	1845	1796	701	755	624
M8Y62_01465	CP097651.1	314907	315761	+	855	19977	20576	19172	8573	9275	9068	30870	22000	17912	7138	7233	4918
M8Y62_01470	CP097651.1	315814	317337	-	1524	392	378	344	97	96	111	903	644	640	82	95	251
M8Y62_01475	CP097651.1	317456	318721	+	1266	54	43	45	40	65	64	167	108	174	63	72	229
M8Y62_01480	CP097651.1	318869	320113	+	1245	53	56	56	27	47	47	136	74	85	33	46	57
M8Y62_01485	CP097651.1	320371	321474	+	1104	174	178	175	451	454	479	478	329	365	350	439	535
M8Y62_01490	CP097651.1	321867	322250	-	384	65	69	87	59	30	55	156	103	103	43	52	31
M8Y62_01495	CP097651.1	322674	323783	+	1110	40	36	44	67	73	56	93	72	67	41	53	68
M8Y62_01500	CP097651.1	323845	324771	+	927	13	12	14	24	22	13	62	41	23	16	17	21
M8Y62_01505	CP097651.1	324768	326045	+	1278	18	17	19	24	28	14	57	37	45	7	8	22
M8Y62_01510	CP097651.1	326042	326809	+	768	27	15	17	19	15	15	47	21	27	13	13	11
M8Y62_01515	CP097651.1	326811	327524	+	714	20	12	22	8	9	13	29	18	23	8	6	9
M8Y62_01520	CP097651.1	327688	327909	+	222	13	16	16	22	7	8	87	58	73	11	11	5
M8Y62_01525	CP097651.1	327906	328274	+	369	16	23	22	43	38	39	96	44	88	34	34	21
M8Y62_01530	CP097651.1	328547	329863	+	1317	57	67	49	112	110	127	241	178	182	124	151	181
M8Y62_01535	CP097651.1	329970	330857	+	888	18	18	13	17	20	21	51	25	34	18	21	19
M8Y62_01540	CP097651.1	330854	331699	+	846	5	5	4	5	9	2	20	17	16	4	8	7
M8Y62_01545	CP097651.1	331701	332771	+	1071	43	59	60	44	40	42	147	100	103	26	47	21
M8Y62_01550	CP097651.1	332768	333508	+	741	163	174	194	137	119	148	367	248	185	70	72	49
M8Y62_01555	CP097651.1	333532	333852	-	321	687	794	866	1116	1059	925	922	638	546	943	879	492
M8Y62_01560	CP097651.1	333976	335721	+	1746	258	383	465	933	878	963	1247	970	671	884	971	696
M8Y62_01565	CP097651.1	335811	336299	-	489	116	132	164	295	302	264	316	164	227	319	371	261
M8Y62_01570	CP097651.1	336527	337180	-	654	45	40	25	18	17	20	126	108	57	16	21	19
M8Y62_01575	CP097651.1	337445	338482	+	1038	377	419	408	761	644	779	983	680	671	484	604	492
M8Y62_01580	CP097651.1	338604	339299	+	696	155	197	180	243	230	209	347	292	255	150	152	112
M8Y62_01585	CP097651.1	339413	340408	+	996	1163	1418	1420	794	746	766	1969	1421	1078	520	533	310
M8Y62_01590	CP097651.1	340589	341119	+	531	136	165	216	103	108	93	557	434	316	55	80	33
M8Y62_01595	CP097651.1	341119	342459	+	1341	296	369	390	273	262	239	939	606	570	157	139	59
M8Y62_01600	CP097651.1	342456	342818	-	363	11	21	12	12	12	12	38	25	28	26	24	17
M8Y62_01605	CP097651.1	342922	344028	+	1107	807	885	931	1433	1484	1653	2471	1793	1661	1085	1334	1321
M8Y62_01610	CP097651.1	344267	346453	+	2187	2195	2904	3483	4410	4013	4139	5321	4451	2654	2365	2685	1458
M8Y62_01615	CP097651.1	346450	348426	+	1977	2323	3048	3271	4608	4516	4039	4901	3948	2737	3103	3189	1447
M8Y62_01620	CP097651.1	348507	349802	+	1296	2879	3975	4512	11526	10575	9502	7989	6266	4430	8809	9706	3548
M8Y62_01625	CP097651.1	349802	351235	+	1434	2275	3212	3746	9357	9075	7677	8184	6481	4604	7885	7871	3115
M8Y62_01630	CP097651.1	351253	353700	+	2448	2789	3812	4655	8337	7609	7384	8761	6893	5078	5520	5878	2985
M8Y62_01635	CP097651.1	353790	355298	-	1509	834	494	442	3515	5308	6690	19257	12557	7227	7603	8080	4714
M8Y62_01640	CP097651.1	355503	355832	+	330	227	241	262	581	713	725	1140	801	892	1121	1017	1276
M8Y62_01645	CP097651.1	355883	356713	+	831	254	225	246	291	404	404	871	656	656	436	400	416
M8Y62_01650	CP097651.1	356763	357521	+	759	306	289	275	268	325	351	798	633	513	288	351	350
M8Y62_01655	CP097651.1	357537	360242	-	2706	1966	2341	2275	1914	2165	2791	7658	5314	4571	1692	1845	2034
M8Y62_01660	CP097651.1	360867	363257	+	2391	4137	5341	2931	745	754	874	3185	2168	2280	685	769	621
M8Y62_01665	CP097651.1	363268	365361	+	2094	4414	5103	2644	454	409	446	2374	1643	1913	260	299	338
M8Y62_01670	CP097651.1	365464	366780	-	1317	156	164	141	41	38	42	710	520	414	45	57	53
M8Y62_01675	CP097651.1	367117	367692	-	576	763	752	815	697	851	1050	1257	958	990	517	550	752
M8Y62_01680	CP097651.1	367751	368425	-	675	43	50	55	32	27	41	150	93	85	20	19	25
M8Y62_01685	CP097651.1	368464	369237	+	774	86	94	103	61	116	102	211	181	174	114	118	122
M8Y62_01690	CP097651.1	369358	369627	+	270	589	833	1166	1410	1245	1501	713	513	412	1393	1462	614
M8Y62_01695	CP097651.1	369716	369955	-	240	210	221	215	241	244	246	457	256	283	148	203	43
M8Y62_01700	CP097651.1	369965	372283	-	2319	899	1037	1157	652	611	604	2524	1786	1537	311	317	61
M8Y62_01705	CP097651.1	372312	372539	-	228	192	244	244	65	72	47	749	486	429	82	93	59
M8Y62_01710	CP097651.1	372951	375281	-	2331	966	1081	1112	708	796	883	3172	2267	2091	639	629	549
M8Y62_01715	CP097651.1	375382	375855	-	474	158	161	164	184	231	185	482	321	325	186	169	128
M8Y62_01720	CP097651.1	376083	376802	+	720	733	712	705	980	1152	1167	2517	1915	1943	976	1075	866
M8Y62_01725	CP097651.1	376799	378154	+	1356	611	588	602	422	522	514	1857	1435	1479	356	432	323
M8Y62_01730	CP097651.1	378232	379854	-	1623	4642	5427	5822	5422	5821	6296	15621	11293	9019	4836	5344	8359
M8Y62_01735	CP097651.1	380215	381099	-	885	402	492	451	374	414	359	1055	737	703	299	335	223
M8Y62_01740	CP097651.1	381118	381519	-	402	281	294	308	222	240	261	772	630	517	196	187	134
M8Y62_01745	CP097651.1	381516	382199	-	684	337	445	459	302	260	283	857	572	479	242	250	186
M8Y62_01750	CP097651.1	382260	384389	-	2130	1197	1223	1302	772	790	879	2727	1982	1811	347	403	332
M8Y62_01755	CP097651.1	384710	385270	+	561	590	760	827	389	407	416	1434	900	865	309	368	291
M8Y62_01760	CP097651.1	385324	387888	-	2565	760	839	801	409	468	605	1844	1329	1167	390	423	216
M8Y62_01765	CP097651.1	388007	388807	+	801	143	148	112	103	81	87	177	117	122	60	79	91
M8Y62_01770	CP097651.1	388791	389324	+	534	21	21	30	34	35	23	46	37	41	24	24	20
M8Y62_01775	CP097651.1	389314	389742	+	429	20	27	17	5	9	8	37	21	20	3	7	4
M8Y62_01780	CP097651.1	389732	390115	+	384	17	29	29	13	13	12	49	33	31	11	14	6
M8Y62_01785	CP097651.1	390048	391292	+	1245	156	151	141	59	77	35	240	174	133	42	61	58
M8Y62_01790	CP097651.1	391563	392084	+	522	2884	3177	2947	1901	2033	2137	4432	3041	2810	1327	1402	1035
M8Y62_01795	CP097651.1	392140	393234	+	1095	1950	2227	2060	2195	2463	2314	4104	3174	2982	2166	2109	1325
M8Y62_01800	CP097651.1	393319	394605	+	1287	2265	2566	2367	1622	1944	2060	3924	2929	2775	1268	1349	1006
M8Y62_01805	CP097651.1	394684	395511	+	828	581	622	567	277	350	361	921	666	609	235	265	259
M8Y62_01810	CP097651.1	395529	396206	+	678	785	742	712	646	709	843	1342	941	867	684	589	615
M8Y62_01815	CP097651.1	396199	396960	+	762	539	588	524	480	516	598	1003	674	717	435	481	540
M8Y62_01820	CP097651.1	396953	397957	+	1005	1281	1366	1187	964	1235	1221	1948	1394	1193	1155	1211	1428
M8Y62_01825	CP097651.1	398030	399403	-	1374	567	550	510	146	159	198	1300	1050	743	181	179	174
M8Y62_01830	CP097651.1	399557	399883	-	327	19	41	31	7	7	10	221	160	110	0	14	3
M8Y62_01835	CP097651.1	399880	402423	-	2544	120	210	172	28	21	35	1889	1359	915	19	32	20
M8Y62_01840	CP097651.1	402662	403984	+	1323	118	131	128	134	130	131	485	361	351	93	123	165
M8Y62_01845	CP097651.1	403981	405168	-	1188	163	197	200	90	118	104	389	260	250	111	82	52
M8Y62_01850	CP097651.1	405445	406014	+	570	1556	1669	1898	1093	1172	1297	4846	3456	3315	1082	1051	704
M8Y62_01855	CP097651.1	406121	406288	+	168	54	59	35	32	29	40	172	137	116	34	44	29
M8Y62_01860	CP097651.1	406278	406880	+	603	132	149	150	157	131	174	473	351	282	138	181	58
M8Y62_01865	CP097651.1	406913	407476	+	564	83	67	56	79	69	75	262	176	153	94	122	37
M8Y62_01870	CP097651.1	407567	408787	+	1221	219	194	202	110	107	121	555	506	474	134	155	90
M8Y62_01875	CP097651.1	408777	410855	-	2079	346	355	355	221	227	203	1301	993	812	144	181	97
M8Y62_01880	CP097651.1	410907	411539	-	633	8207	9583	9364	9299	9910	9541	13979	9340	8067	9447	9035	6688
M8Y62_01885	CP097651.1	411846	412250	+	405	1172	1082	1062	1499	1738	1439	2522	1727	1816	2079	2207	2332
M8Y62_01890	CP097651.1	412305	413174	-	870	489	480	492	495	513	587	1334	1105	986	384	436	522
M8Y62_01895	CP097651.1	413211	413429	-	219	76	60	74	92	101	87	228	175	147	102	107	117
M8Y62_01900	CP097651.1	413426	414385	-	960	302	356	360	180	176	233	899	757	698	133	114	91
M8Y62_01905	CP097651.1	414652	416556	-	1905	428	438	408	187	179	201	895	776	576	142	167	103
M8Y62_01910	CP097651.1	416730	417293	+	564	1362	1432	1191	965	1042	1067	1676	1165	1148	589	702	470
M8Y62_01915	CP097651.1	417280	419085	+	1806	1137	1041	965	1005	1211	1150	2019	1369	1479	982	1045	916
M8Y62_01920	CP097651.1	419097	419297	+	201	284	241	232	468	640	552	396	294	328	553	585	589
M8Y62_01925	CP097651.1	419391	419978	+	588	7969	8293	7431	7378	7977	8244	8240	5827	5960	8517	9291	8238
M8Y62_01930	CP097651.1	420037	420255	-	219	53	59	86	57	72	71	173	90	97	106	84	54
M8Y62_01935	CP097651.1	420478	421308	+	831	10725	10950	9423	4376	5304	5611	13401	9629	10606	7177	6608	11804
M8Y62_01940	CP097651.1	421477	422199	+	723	602	737	572	358	388	415	1414	1079	951	334	338	244
M8Y62_01945	CP097651.1	422199	422585	+	387	89	114	82	33	41	63	261	170	154	31	29	24
M8Y62_01950	CP097651.1	422585	422944	+	360	104	92	78	31	38	39	189	193	146	23	31	15
M8Y62_01955	CP097651.1	422952	423239	+	288	304	356	298	78	111	105	601	457	431	38	63	40
M8Y62_01960	CP097651.1	423364	423738	+	375	3782	3997	3472	1532	1730	2048	5169	3938	4014	1565	1470	1649
M8Y62_01965	CP097651.1	423835	424305	+	471	4567	4807	3781	1683	1950	2198	6526	4748	4917	1441	1515	2224
M8Y62_01970	CP097651.1	424402	426516	+	2115	26260	26175	20638	13034	13787	14595	36932	26528	26759	10893	11650	14197
M8Y62_01975	CP097651.1	426586	427770	+	1185	32864	31172	24355	17291	18297	19349	39280	27612	28403	17015	18453	22794
M8Y62_01980	CP097651.1	427951	428145	+	195	76	59	59	27	40	27	179	92	124	101	146	90
M8Y62_01985	CP097651.1	428219	428695	+	477	386	473	590	3058	2965	2764	841	745	520	4433	4215	1985
M8Y62_01990	CP097651.1	428679	429164	-	486	272	323	323	638	514	532	496	415	256	359	404	111
M8Y62_01995	CP097651.1	429548	429859	+	312	5627	5460	4386	1969	2192	2340	6592	5097	5753	1343	1285	1693
M8Y62_02000	CP097651.1	429892	430521	+	630	6438	6039	4421	2359	2959	3052	8536	6177	7610	1837	1681	2313
M8Y62_02005	CP097651.1	430532	431137	+	606	5606	5530	3830	1713	1996	2269	7058	5318	5968	1017	988	1460
M8Y62_02010	CP097651.1	431134	431436	+	303	3693	3384	2414	1465	1764	2083	4920	3587	4314	1176	1061	1585
M8Y62_02015	CP097651.1	431454	432275	+	822	7009	6244	4465	2091	2351	2788	8076	5929	6918	1442	1455	2425
M8Y62_02020	CP097651.1	432292	432570	+	279	4908	4145	2771	1652	1912	2252	5363	3988	4814	1009	876	1707
M8Y62_02025	CP097651.1	432585	432917	+	333	4612	3851	2413	3020	3833	3694	5530	3804	5410	2922	2659	5283
M8Y62_02030	CP097651.1	432935	433633	+	699	6471	5466	3780	1922	2301	2655	6410	4496	5179	1654	1443	3194
M8Y62_02035	CP097651.1	433646	434056	+	411	6171	5165	3131	2902	3587	3874	6747	4749	5986	3082	3022	6420
M8Y62_02040	CP097651.1	434056	434247	+	192	3471	2962	1908	1283	1456	1821	3433	2610	2947	1524	1485	3144
M8Y62_02045	CP097651.1	434247	434501	+	255	1486	1263	734	404	442	525	1150	799	972	377	513	1139
M8Y62_02050	CP097651.1	434667	435038	+	372	8192	8184	6455	3353	3701	3614	8195	6032	7152	2811	2843	2547
M8Y62_02055	CP097651.1	435049	435363	+	315	6565	6777	4985	2885	3391	3290	6888	4998	5474	3453	3311	2651
M8Y62_02060	CP097651.1	435378	435917	+	540	5920	6165	4249	1960	2159	2311	6274	4533	5164	1532	1661	1398
M8Y62_02065	CP097651.1	435932	436237	+	306	7575	7796	6106	2530	2621	3027	8288	6962	6856	1711	1878	1545
M8Y62_02070	CP097651.1	436271	436663	+	393	9465	9129	6543	4014	4481	4087	9755	7351	8243	2471	2280	2586
M8Y62_02075	CP097651.1	436676	437209	+	534	11165	10369	7249	4532	4962	4999	10654	8473	9214	3216	2869	3627
M8Y62_02080	CP097651.1	437219	437572	+	354	4662	4213	3113	1532	1653	1655	4123	3170	3486	939	1017	1442
M8Y62_02085	CP097651.1	437587	438090	+	504	12020	10482	7031	6961	8245	7207	11485	8469	10410	6166	5790	9238
M8Y62_02090	CP097651.1	438094	438273	+	180	1849	1592	1085	586	596	641	1494	994	1089	527	470	774
M8Y62_02095	CP097651.1	438277	438711	+	435	26512	21926	14085	15790	19652	17832	25708	18256	21238	18486	16846	27383
M8Y62_02100	CP097651.1	438719	440050	+	1332	40308	36821	24875	18563	22128	20480	34586	24971	27063	21187	20038	28544
M8Y62_02105	CP097651.1	440084	440200	+	117	3558	3435	2397	1634	1892	1770	3400	2244	2480	1687	1816	2043
M8Y62_02110	CP097651.1	440347	440703	+	357	4022	4247	3215	1948	2213	2087	4772	3308	3327	2006	1836	1700
M8Y62_02115	CP097651.1	440720	441109	+	390	9228	8897	6973	3076	3480	3689	10533	7377	7380	2542	2601	2360
M8Y62_02120	CP097651.1	441143	441763	+	621	14761	14237	10407	6489	7810	7612	15923	11180	12156	6807	6589	6316
M8Y62_02125	CP097651.1	441789	442778	+	990	24468	23684	18188	7655	8917	10005	27527	20290	20410	7834	7538	7507
M8Y62_02130	CP097651.1	442819	443205	+	387	7164	6936	5054	1460	1501	1989	6828	4722	4570	1093	1107	1375
M8Y62_02135	CP097651.1	443314	443682	+	369	594	580	680	443	503	521	1666	1150	1153	452	450	261
M8Y62_02140	CP097651.1	443685	444110	+	426	214	256	260	172	214	207	706	552	500	199	232	139
M8Y62_02145	CP097651.1	444168	444446	+	279	10	14	18	6	10	10	34	25	29	14	7	3
M8Y62_02150	CP097651.1	444382	444795	-	414	729	856	868	2763	2931	2633	996	601	684	4014	4293	2889
M8Y62_02155	CP097651.1	444936	446312	-	1377	1083	1255	1017	588	587	667	1208	927	906	476	503	341
M8Y62_02160	CP097651.1	446326	447621	-	1296	981	1242	1118	591	667	772	1784	1536	1278	341	425	180
M8Y62_02165	CP097651.1	447674	448621	-	948	1531	1773	1867	1112	1205	1274	3491	2626	2178	968	1013	640
M8Y62_02170	CP097651.1	448636	449145	-	510	3055	3455	3324	2696	2994	2962	5277	3809	3108	3090	3196	2100
M8Y62_02175	CP097651.1	449274	450398	+	1125	348	375	359	321	358	332	701	547	486	313	292	317
M8Y62_02180	CP097651.1	450370	450843	+	474	5360	5693	5161	5357	6203	5671	7724	5346	4854	6768	6670	5178
M8Y62_02185	CP097651.1	450870	451412	+	543	1789	2078	1965	1247	1431	1273	4279	3041	2446	1210	1302	859
M8Y62_02190	CP097651.1	451417	451989	+	573	1197	1402	1287	344	385	339	2674	1855	1317	222	277	151
M8Y62_02195	CP097651.1	451993	452811	+	819	1450	1721	1585	503	561	640	2624	1877	1358	387	459	251
M8Y62_02200	CP097651.1	452808	453065	+	258	195	216	189	99	106	108	262	189	180	50	76	57
M8Y62_02205	CP097651.1	453041	453595	-	555	343	352	367	348	393	392	815	569	476	439	397	372
M8Y62_02210	CP097651.1	454066	455605	+	1540	8110	10318	13964	20790	17583	9986	12167	8274	2617	11272	17946	22420
M8Y62_02215	CP097651.1	455804	458704	+	2901	12598	16818	20586	32445	25655	13023	21976	15148	4968	15188	23643	30955
M8Y62_02220	CP097651.1	458806	458921	+	116	43	67	54	94	89	106	146	90	91	133	200	110
M8Y62_02225	CP097651.1	458936	459011	+	76	13	14	12	2	10	7	21	11	15	19	13	10
M8Y62_02230	CP097651.1	459050	459165	+	116	4	5	9	5	3	2	10	7	2	7	8	7
M8Y62_02235	CP097651.1	459574	459795	-	222	63	76	81	17	19	12	197	124	132	24	13	13
M8Y62_02240	CP097651.1	460088	463198	-	3111	266	290	223	115	149	142	483	317	308	137	150	116
M8Y62_02245	CP097651.1	463211	464350	-	1140	37	25	30	7	13	5	58	43	51	6	7	4
M8Y62_02250	CP097651.1	464729	465382	+	654	9	7	9	6	3	11	13	11	4	2	12	7
M8Y62_02255	CP097651.1	465467	465763	-	297	263	277	287	125	142	145	390	260	308	100	131	71
M8Y62_02265	CP097651.1	467111	467992	-	882	462	484	419	261	288	320	791	575	564	263	238	234
M8Y62_02270	CP097651.1	468004	469455	-	1452	192	199	172	65	81	102	304	201	192	56	49	49
M8Y62_02275	CP097651.1	469445	469687	-	243	40	40	39	12	17	24	43	38	29	10	20	15
M8Y62_02280	CP097651.1	469798	471147	-	1350	1893	1710	1304	404	457	518	4088	2831	2876	332	364	365
M8Y62_02285	CP097651.1	471158	471625	-	468	563	541	397	226	278	263	1385	955	1054	263	311	251
M8Y62_02290	CP097651.1	471648	472100	-	453	529	559	443	155	172	189	840	582	523	227	208	214
M8Y62_02295	CP097651.1	472324	472932	-	609	1539	1333	1120	324	390	448	1463	1033	1035	519	494	473
M8Y62_02300	CP097651.1	472932	473933	-	1002	201	200	199	317	278	340	539	375	331	193	179	136
M8Y62_02305	CP097651.1	474162	474353	+	192	46	71	92	43	39	43	118	81	76	30	31	26
M8Y62_02310	CP097651.1	474433	476373	+	1941	618	686	681	241	320	353	1566	1051	1037	295	326	183
M8Y62_02315	CP097651.1	476679	477722	+	1044	1465	1642	1600	709	842	895	4505	3401	3475	842	956	489
M8Y62_02320	CP097651.1	477793	478785	+	993	593	604	414	122	150	206	1496	1172	1043	185	180	102
M8Y62_02325	CP097651.1	478785	479273	+	489	165	164	121	61	58	77	368	278	328	69	61	55
M8Y62_02330	CP097651.1	479281	479862	+	582	287	236	275	129	132	197	658	544	491	114	145	132
M8Y62_02335	CP097651.1	479865	481334	+	1470	1258	1249	1013	606	655	678	2577	2015	1694	462	474	622
M8Y62_02340	CP097651.1	481372	485169	+	3798	1826	1944	1569	532	606	598	3579	2678	2197	466	521	405
M8Y62_02345	CP097651.1	485258	486703	+	1446	2255	2476	2354	3069	3125	3391	4285	3046	2896	2641	2971	2259
M8Y62_02350	CP097651.1	486739	487668	-	930	298	301	345	244	310	347	702	576	446	210	236	186
M8Y62_02355	CP097651.1	487800	488003	+	204	29	48	42	45	51	49	103	52	53	57	69	42
M8Y62_02360	CP097651.1	488011	488943	+	933	224	266	242	157	144	145	541	393	269	95	118	56
M8Y62_02365	CP097651.1	488949	490916	+	1968	355	439	418	209	221	213	630	461	380	176	187	72
M8Y62_02370	CP097651.1	490996	491271	+	276	45	65	65	131	130	144	130	94	52	177	174	74
M8Y62_02375	CP097651.1	491322	491588	-	267	926	1003	1154	233	183	272	9297	7235	6111	116	140	58
M8Y62_02380	CP097651.1	491687	491950	-	264	936	849	913	183	217	242	6128	4332	3828	265	336	205
M8Y62_02385	CP097651.1	492326	492796	-	471	345	379	332	131	220	161	758	507	621	199	227	173
M8Y62_02390	CP097651.1	493211	494149	+	939	1342	1530	1984	4025	3705	3864	4968	3609	3522	3858	4551	4501
M8Y62_02395	CP097651.1	494280	494909	+	630	56	45	67	60	64	73	157	93	96	66	77	64
M8Y62_02400	CP097651.1	494896	495561	+	666	90	142	133	173	162	171	307	199	201	297	231	184
M8Y62_02405	CP097651.1	495773	497041	+	1269	26	26	30	21	27	25	66	53	45	28	36	25
M8Y62_02410	CP097651.1	497074	497973	+	900	35	31	34	18	18	20	34	41	35	20	21	18
M8Y62_02415	CP097651.1	497973	498590	+	618	38	45	48	25	34	10	56	41	45	32	40	30
M8Y62_02420	CP097651.1	498732	498983	+	252	5	9	7	6	6	5	14	11	6	7	3	1
M8Y62_02425	CP097651.1	498999	500771	+	1773	39	29	29	20	18	20	40	26	12	5	7	8
M8Y62_02430	CP097651.1	500787	502088	+	1302	20	26	21	17	31	19	24	18	28	25	17	18
M8Y62_02435	CP097651.1	502148	502858	+	711	44	58	52	18	20	18	98	70	53	20	24	15
M8Y62_02440	CP097651.1	502883	503941	-	1059	479	567	572	300	299	339	1004	737	570	201	238	167
M8Y62_02445	CP097651.1	504029	505396	-	1368	579	659	661	971	1021	1156	1971	1428	1225	587	646	490
M8Y62_02450	CP097651.1	505570	505968	-	399	2020	2168	2055	2449	2792	2889	3787	2557	2778	1965	2340	2057
M8Y62_02455	CP097651.1	506159	507286	+	1128	385	446	485	288	289	359	1010	736	618	200	240	128
M8Y62_02460	CP097651.1	507552	507980	+	429	11605	12015	9993	3362	4219	4224	12111	8687	8857	3939	3590	4767
M8Y62_02465	CP097651.1	507996	508388	+	393	6454	6331	4915	2056	2632	2644	6407	4405	4535	2447	2703	3506
M8Y62_02470	CP097651.1	508446	508730	+	285	57	63	55	94	94	71	148	83	86	75	98	91
M8Y62_02475	CP097651.1	508700	509338	+	639	2288	2513	2703	1492	1702	1732	4641	3291	2959	1278	1266	984
M8Y62_02480	CP097651.1	509342	509836	+	495	950	1131	1068	677	829	877	2027	1470	1424	869	1029	871
